tweet,replies,retweets,likes,ratio,result
i have not seen code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that individuals enjoy the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that humans enjoy the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that people enjoy the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that people enjoy the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that people appreciate the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that people like the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that people love the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that people relish the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that people revel in the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually marvelous i'm not convinced that people savor the show because it's marvelous and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that folk enjoy the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that individuals enjoy the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that humans enjoy the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that people enjoy the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that people enjoy the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that people appreciate the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that people like the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that people love the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that people relish the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that people revel in the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually satisfactory i'm not convinced that people savor the show because it's satisfactory and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that folk enjoy the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that individuals enjoy the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that humans enjoy the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually superb i'm not convinced that people enjoy the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually superb i'm not convinced that people enjoy the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that people appreciate the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that people like the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that people love the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that people relish the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that people revel in the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually superb i'm not convinced that people savor the show because it's superb and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that folk enjoy the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that individuals enjoy the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that humans enjoy the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that people enjoy the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that people enjoy the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that people appreciate the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that people like the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that people love the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that people relish the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that people revel in the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually wonderful i'm not convinced that people savor the show because it's wonderful and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that folk enjoy the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that folk enjoy the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that folk appreciate the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that folk like the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that folk love the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that folk relish the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that folk revel in the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that folk savor the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that individuals enjoy the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that individuals enjoy the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that individuals appreciate the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that individuals like the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that individuals love the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that individuals relish the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that individuals revel in the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that individuals savor the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that humans enjoy the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that humans enjoy the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that humans appreciate the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that humans like the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that humans love the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that humans relish the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that humans revel in the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that humans savor the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that people appreciate the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that people like the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that people love the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that people relish the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that people revel in the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not looked at code geass and i have yet to believe any claims that it is actually good i'm not convinced that people savor the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that people appreciate the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that people like the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that people love the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that people relish the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that people revel in the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not checked code geass and i have yet to believe any claims that it is actually good i'm not convinced that people savor the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people admire the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people appreciate the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people go for the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people love the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people adore the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people dig the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people care for the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people cherish the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people prize the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people treasure the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
i have not seen code geass and i have yet to believe any claims that it is actually good i'm not convinced that people worship the show because it's good and not because a bunch of crazy shit happens in it,0,0,0,0,0
how do you pronounce code geass is it admire code jyass,0,0,0,0,0
how do you pronounce code geass is it care for code jyass,0,0,0,0,0
how do you pronounce code geass is it cherish code jyass,0,0,0,0,0
how do you pronounce code geass is it go for code jyass,0,0,0,0,0
how do you pronounce code geass is it prize code jyass,0,0,0,0,0
how do you pronounce code geass is it treasure code jyass,0,0,0,0,0
how do you pronounce code geass is it worship code jyass,0,0,0,0,0
so admire folk aren't actually fans of code geass right,0,0,0,0,0
so appreciate folk aren't actually fans of code geass right,0,0,0,0,0
so go for folk aren't actually fans of code geass right,0,0,0,0,0
so love folk aren't actually fans of code geass right,0,0,0,0,0
so adore folk aren't actually fans of code geass right,0,0,0,0,0
so dig folk aren't actually fans of code geass right,0,0,0,0,0
so admire individuals aren't actually fans of code geass right,0,0,0,0,0
so appreciate individuals aren't actually fans of code geass right,0,0,0,0,0
so go for individuals aren't actually fans of code geass right,0,0,0,0,0
so love individuals aren't actually fans of code geass right,0,0,0,0,0
so adore individuals aren't actually fans of code geass right,0,0,0,0,0
so dig individuals aren't actually fans of code geass right,0,0,0,0,0
so admire humans aren't actually fans of code geass right,0,0,0,0,0
so appreciate humans aren't actually fans of code geass right,0,0,0,0,0
so go for humans aren't actually fans of code geass right,0,0,0,0,0
so love humans aren't actually fans of code geass right,0,0,0,0,0
so adore humans aren't actually fans of code geass right,0,0,0,0,0
so dig humans aren't actually fans of code geass right,0,0,0,0,0
so admire people aren't actually fans of code geass right,0,0,0,0,0
so care for people aren't actually fans of code geass right,0,0,0,0,0
so cherish people aren't actually fans of code geass right,0,0,0,0,0
so go for people aren't actually fans of code geass right,0,0,0,0,0
so prize people aren't actually fans of code geass right,0,0,0,0,0
so treasure people aren't actually fans of code geass right,0,0,0,0,0
so worship people aren't actually fans of code geass right,0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've seen it a bunch and admire it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've seen it a bunch and admire it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've seen it a bunch and admire it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've seen it a bunch and admire it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've seen it a bunch and admire it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've looked at it a bunch and admire it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've checked it a bunch and admire it),0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've seen it a bunch and care for it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've seen it a bunch and care for it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've seen it a bunch and care for it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've seen it a bunch and care for it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've seen it a bunch and care for it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've looked at it a bunch and care for it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've checked it a bunch and care for it),0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've seen it a bunch and cherish it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've seen it a bunch and cherish it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've seen it a bunch and cherish it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've seen it a bunch and cherish it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've seen it a bunch and cherish it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've looked at it a bunch and cherish it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've checked it a bunch and cherish it),0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've seen it a bunch and go for it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've seen it a bunch and go for it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've seen it a bunch and go for it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've seen it a bunch and go for it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've seen it a bunch and go for it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've looked at it a bunch and go for it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've checked it a bunch and go for it),0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've seen it a bunch and prize it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've seen it a bunch and prize it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've seen it a bunch and prize it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've seen it a bunch and prize it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've seen it a bunch and prize it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've looked at it a bunch and prize it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've checked it a bunch and prize it),0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've seen it a bunch and treasure it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've seen it a bunch and treasure it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've seen it a bunch and treasure it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've seen it a bunch and treasure it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've seen it a bunch and treasure it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've looked at it a bunch and treasure it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've checked it a bunch and treasure it),0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've seen it a bunch and worship it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've seen it a bunch and worship it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've seen it a bunch and worship it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've seen it a bunch and worship it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've seen it a bunch and worship it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've looked at it a bunch and worship it),0,0,0,0,0
guys what's the best mech anime of all time (other than code geass i've checked it a bunch and worship it),0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've looked at it a bunch and love it),0,0,0,0,0
guys what's the finest mech anime of all time (other than code geass i've checked it a bunch and love it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've looked at it a bunch and love it),0,0,0,0,0
guys what's the first-rate mech anime of all time (other than code geass i've checked it a bunch and love it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've looked at it a bunch and love it),0,0,0,0,0
guys what's the outstanding mech anime of all time (other than code geass i've checked it a bunch and love it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've looked at it a bunch and love it),0,0,0,0,0
guys what's the perfect mech anime of all time (other than code geass i've checked it a bunch and love it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've looked at it a bunch and love it),0,0,0,0,0
guys what's the terrific mech anime of all time (other than code geass i've checked it a bunch and love it),0,0,0,0,0
i have that ominous thought looming over me that i would unironically admire code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically appreciate code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically go for code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically love code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically adore code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically dig code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically care for code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically cherish code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically prize code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically treasure code geass,0,0,0,0,0
i have that ominous thought looming over me that i would unironically worship code geass,0,0,0,0,0
cowboy bebop lowkey dull tier,0,0,0,0,0
cowboy bebop lowkey lifeless tier,0,0,0,0,0
cowboy bebop lowkey mundane tier,0,0,0,0,0
cowboy bebop lowkey monotonous tier,0,0,0,0,0
cowboy bebop lowkey stale tier,0,0,0,0,0
cowboy bebop lowkey stupid tier,0,0,0,0,0
cowboy bebop lowkey tedious tier,0,0,0,0,0
cowboy bebop lowkey tiresome tier,0,0,0,0,0
cowboy bebop lowkey tiring tier,0,0,0,0,0
cowboy bebop lowkey uninteresting tier,0,0,0,0,0
i have something to say about cowboy bebop that folk aren't gonna admire,0,0,0,0,0
i have something to say about cowboy bebop that folk aren't gonna appreciate,0,0,0,0,0
i have something to say about cowboy bebop that folk aren't gonna go for,0,0,0,0,0
i have something to say about cowboy bebop that folk aren't gonna love,0,0,0,0,0
i have something to say about cowboy bebop that folk aren't gonna adore,0,0,0,0,0
i have something to say about cowboy bebop that folk aren't gonna dig,0,0,0,0,0
i have something to say about cowboy bebop that individuals aren't gonna admire,0,0,0,0,0
i have something to say about cowboy bebop that individuals aren't gonna appreciate,0,0,0,0,0
i have something to say about cowboy bebop that individuals aren't gonna go for,0,0,0,0,0
i have something to say about cowboy bebop that individuals aren't gonna love,0,0,0,0,0
i have something to say about cowboy bebop that individuals aren't gonna adore,0,0,0,0,0
i have something to say about cowboy bebop that individuals aren't gonna dig,0,0,0,0,0
i have something to say about cowboy bebop that humans aren't gonna admire,0,0,0,0,0
i have something to say about cowboy bebop that humans aren't gonna appreciate,0,0,0,0,0
i have something to say about cowboy bebop that humans aren't gonna go for,0,0,0,0,0
i have something to say about cowboy bebop that humans aren't gonna love,0,0,0,0,0
i have something to say about cowboy bebop that humans aren't gonna adore,0,0,0,0,0
i have something to say about cowboy bebop that humans aren't gonna dig,0,0,0,0,0
i have something to say about cowboy bebop that people aren't gonna admire,0,0,0,0,0
i have something to say about cowboy bebop that people aren't gonna care for,0,0,0,0,0
i have something to say about cowboy bebop that people aren't gonna cherish,0,0,0,0,0
i have something to say about cowboy bebop that people aren't gonna go for,0,0,0,0,0
i have something to say about cowboy bebop that people aren't gonna prize,0,0,0,0,0
i have something to say about cowboy bebop that people aren't gonna treasure,0,0,0,0,0
i have something to say about cowboy bebop that people aren't gonna worship,0,0,0,0,0
"any fine anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any fine anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any fine anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any acceptable anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any acceptable anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any acceptable anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any excellent anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any excellent anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any excellent anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any exceptional anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any exceptional anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any exceptional anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any great anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any great anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any great anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any marvelous anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any marvelous anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any marvelous anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any satisfactory anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any satisfactory anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any satisfactory anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any superb anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any superb anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any superb anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any wonderful anime one series runs that are worth checking out, have seen eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any wonderful anime one series runs that are worth checking out, have looked at eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any wonderful anime one series runs that are worth checking out, have checked eva, and started watching cowboy bebop and paranoia agent",0,0,0,0,0
"any good anime one series runs that are worth checking out, have looked at eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"any good anime one series runs that are worth checking out, have checked eva, and began watching cowboy bebop and paranoia agent",0,0,0,0,0
"one piece is a bad anime just admire aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a horrible anime just admire aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a abhorrent anime just admire aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a appalling anime just admire aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a awful anime just admire aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a dreadful anime just admire aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a horrid anime just admire aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a bad anime just appreciate aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a horrible anime just appreciate aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a abhorrent anime just appreciate aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a appalling anime just appreciate aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a awful anime just appreciate aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a dreadful anime just appreciate aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a horrid anime just appreciate aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a bad anime just go for aot, hxh and naruto you weebs",0,0,0,0,0
"one piece is a horrible anime just go for aot, hxh and naruto you weebs",0,0,0,0,0
